id,employee_email,name,country,city,salary,joining_date,contract_type
152,erackley47@wikia.com,Eulalie,Ukraine,Lebedyn,$3344.92,2024-03-29,Roofing (Asphalt)
245,gjohann6s@bandcamp.com,Goldina,Ukraine,Lebedyn,$2165.67,2024-03-12,"Doors, Frames & Hardware"
269,jpomroy7g@about.me,Juline,Ukraine,Lebedyn,$2468.72,2024-06-09,Drywall & Acoustical (MOB)
276,bhindge7n@nps.gov,Bobbye,Ukraine,Lebedyn,$8821.22,2024-07-18,Painting & Vinyl Wall Covering
278,eemanuelov7p@abc.net.au,Emelyne,Ukraine,Lebedyn,$5881.59,2024-04-05,Termite Control
297,lbiasi88@last.fm,Lin,Ukraine,Lebedyn,$9298.38,2024-02-01,Site Furnishings
325,kdentith90@blogtalkradio.com,Kalil,Ukraine,Lebedyn,$8566.14,2024-01-03,Curb & Gutter
344,tcarik9j@dropbox.com,Theo,Ukraine,Lebedyn,$8052.67,2024-05-12,Soft Flooring and Base
367,evincenta6@shop-pro.jp,Ethelin,Ukraine,Lebedyn,$8077.37,2024-04-29,Drilled Shafts
386,atemplarap@123-reg.co.uk,Aldwin,Ukraine,Lebedyn,$6501.73,2024-05-09,Waterproofing & Caulking
408,ecasboltbb@auda.org.au,Ellissa,Ukraine,Lebedyn,$5696.61,2024-01-10,Painting & Vinyl Wall Covering
460,lfendlencr@constantcontact.com,Lori,Ukraine,Lebedyn,$9960.00,2024-06-30,Painting & Vinyl Wall Covering
466,kwhistancx@chron.com,Kathryne,Ukraine,Lebedyn,$4081.48,2024-01-31,Structural and Misc Steel (Fabrication)
476,miannellid7@netvibes.com,Margette,Ukraine,Lebedyn,$6996.96,2024-01-07,Site Furnishings
495,aduncansondq@mysql.com,Ambros,Ukraine,Lebedyn,$8885.20,2024-04-17,"Doors, Frames & Hardware"
509,acescote4@nymag.com,Arline,Ukraine,Lebedyn,$7742.05,2024-04-17,Ornamental Railings
513,mhammelberge8@dailymail.co.uk,Mick,Ukraine,Lebedyn,$1234.70,2024-05-22,Sitework & Site Utilities
539,jcastertoney@seattletimes.com,Julita,Ukraine,Lebedyn,$7147.98,2024-06-27,Hard Tile & Stone
542,icookleyf1@nature.com,Iorgos,Ukraine,Lebedyn,$3659.98,2024-02-13,Sitework & Site Utilities
562,agoodfellowfl@google.com.au,Angelle,Ukraine,Lebedyn,$5446.68,2024-06-15,Granite Surfaces
625,pkelsellhc@theatlantic.com,Prentiss,Ukraine,Lebedyn,$3436.32,2024-07-20,Structural and Misc Steel (Fabrication)
659,sraynhamia@bizjournals.com,Stesha,Ukraine,Lebedyn,$3688.37,2024-05-17,Fire Protection
682,edelucaix@engadget.com,Eben,Ukraine,Lebedyn,$8963.03,2024-07-14,Landscaping & Irrigation
685,bsimonyj0@patch.com,Betti,Ukraine,Lebedyn,$2932.87,2024-06-17,Granite Surfaces
740,coldalekj@engadget.com,Claudio,Ukraine,Lebedyn,$9873.78,2024-06-10,Fire Protection
771,pdealtryle@aboutads.info,Pam,Ukraine,Lebedyn,$5792.18,2024-06-14,Marlite Panels (FED)
801,bandricm8@wix.com,Bartholemy,Ukraine,Lebedyn,$6400.47,2024-04-19,Painting & Vinyl Wall Covering
831,sstorekn2@cornell.edu,Salomone,Ukraine,Lebedyn,$6186.76,2024-04-17,Sitework & Site Utilities
846,acocksedgenh@privacy.gov.au,Arie,Ukraine,Lebedyn,$6744.54,2024-05-01,Exterior Signage
854,jseamonnp@dyndns.org,Janel,Ukraine,Lebedyn,$3905.55,2024-04-04,Marlite Panels (FED)
894,nschulkeot@apache.org,Nathanil,Ukraine,Lebedyn,$5325.79,2024-01-21,Soft Flooring and Base
994,lfeaviourrl@prweb.com,Ludovika,Ukraine,Lebedyn,$9034.75,2024-03-28,Granite Surfaces
