id,employee_email,name,country,city,salary,joining_date,contract_type
33,tlanahanw@nature.com,Tuckie,Indonesia,Klukeng,$4309.45,2023-12-24,Electrical
82,astimpson29@scientificamerican.com,Angelika,Indonesia,Klukeng,$9617.32,2023-11-16,Hard Tile & Stone
88,rmaryin2f@cmu.edu,Ringo,Indonesia,Klukeng,$1303.76,2023-08-30,Marlite Panels (FED)
134,acopcutt3p@mit.edu,Atalanta,Indonesia,Klukeng,$2716.48,2023-11-22,Site Furnishings
143,ifetter3y@icq.com,Iolanthe,Indonesia,Klukeng,$7052.81,2023-11-22,Glass & Glazing
178,hbreinl4x@theglobeandmail.com,Harman,Indonesia,Klukeng,$9682.86,2023-09-13,Waterproofing & Caulking
187,dvanniekerk56@de.vu,Dorree,Indonesia,Klukeng,$5548.35,2023-08-30,Marlite Panels (FED)
219,bweadick62@delicious.com,Bessy,Indonesia,Klukeng,$4377.46,2023-12-12,Granite Surfaces
279,pbanghe7q@issuu.com,Paulina,Indonesia,Klukeng,$3218.26,2023-12-25,Rebar & Wire Mesh Install
319,bmiddle8u@ameblo.jp,Bell,Indonesia,Klukeng,$2591.27,2023-12-30,HVAC
366,wwallesa5@csmonitor.com,Willem,Indonesia,Klukeng,$6326.22,2023-10-06,Structural and Misc Steel (Fabrication)
398,twikeyb1@nhs.uk,Tome,Indonesia,Klukeng,$9319.74,2023-09-21,Structural and Misc Steel (Fabrication)
401,gsapshedb4@nifty.com,Gaultiero,Indonesia,Klukeng,$5949.42,2023-10-23,Framing (Wood)
461,bpollittcs@wsj.com,Benedick,Indonesia,Klukeng,$6016.76,2023-12-06,Masonry
503,dgheerhaertdy@privacy.gov.au,Ddene,Indonesia,Klukeng,$1152.15,2023-08-23,Plumbing & Medical Gas
536,fpeakerev@vkontakte.ru,Farly,Indonesia,Klukeng,$4352.34,2023-09-12,Elevator
608,ostearnsgv@shinystat.com,Otho,Indonesia,Klukeng,$5387.23,2023-12-15,Roofing (Asphalt)
704,gblofeldjj@eventbrite.com,Grete,Indonesia,Klukeng,$8374.80,2023-12-08,Wall Protection
725,cphizackarleyk4@answers.com,Celestina,Indonesia,Klukeng,$4081.28,2023-10-07,Soft Flooring and Base
732,scomberkb@yahoo.com,Shantee,Indonesia,Klukeng,$1468.42,2023-11-09,Structural and Misc Steel (Fabrication)
806,rlambolmd@craigslist.org,Rory,Indonesia,Klukeng,$8859.59,2023-12-21,RF Shielding
906,mrepperp5@arstechnica.com,Marwin,Indonesia,Klukeng,$3813.13,2023-11-30,Site Furnishings
932,odarrigrandpv@army.mil,Odelia,Indonesia,Klukeng,$9251.20,2023-09-18,Plumbing & Medical Gas
